CMDLINE C:\Users\lenovo\Anaconda3\python.exe revdet_profiling.py
MEM 130.964844 1563633906.2080
MEM 130.964844 1563633906.3088
MEM 130.964844 1563633906.4095
MEM 130.964844 1563633906.5102
MEM 130.964844 1563633906.6110
MEM 130.964844 1563633906.7117
MEM 130.964844 1563633906.8124
MEM 130.964844 1563633906.9132
MEM 130.964844 1563633907.0139
MEM 130.964844 1563633907.1146
MEM 130.964844 1563633907.2153
MEM 130.964844 1563633907.3160
MEM 130.964844 1563633907.4167
MEM 130.964844 1563633907.5175
MEM 130.964844 1563633907.6182
MEM 130.964844 1563633907.7189
MEM 130.964844 1563633907.8196
MEM 130.964844 1563633907.9203
MEM 130.964844 1563633908.0211
MEM 130.964844 1563633908.1218
MEM 130.964844 1563633908.2226
MEM 130.964844 1563633908.3233
MEM 130.964844 1563633908.4240
MEM 130.964844 1563633908.5246
MEM 130.964844 1563633908.6253
MEM 130.964844 1563633908.7260
MEM 130.964844 1563633908.8260
MEM 130.964844 1563633908.9268
MEM 130.964844 1563633909.0275
MEM 131.089844 1563633909.1283
MEM 131.089844 1563633909.2290
MEM 131.089844 1563633909.3297
MEM 131.089844 1563633909.4304
MEM 131.089844 1563633909.5312
MEM 131.152344 1563633909.6319
MEM 131.464844 1563633909.7326
MEM 131.480469 1563633909.8333
MEM 131.480469 1563633909.9341
MEM 131.480469 1563633910.0348
MEM 131.480469 1563633910.1355
MEM 131.480469 1563633910.2359
MEM 131.480469 1563633910.3366
MEM 131.480469 1563633910.4374
MEM 131.480469 1563633910.5381
MEM 131.480469 1563633910.6388
MEM 131.480469 1563633910.7396
MEM 131.480469 1563633910.8398
MEM 131.480469 1563633910.9399
MEM 131.480469 1563633911.0406
MEM 131.480469 1563633911.1414
MEM 131.480469 1563633911.2421
MEM 131.480469 1563633911.3428
MEM 131.480469 1563633911.4436
MEM 131.480469 1563633911.5443
MEM 131.480469 1563633911.6451
MEM 131.480469 1563633911.7458
MEM 131.480469 1563633911.8465
MEM 131.480469 1563633911.9472
MEM 131.480469 1563633912.0479
MEM 131.480469 1563633912.1487
MEM 131.480469 1563633912.2494
MEM 131.480469 1563633912.3501
MEM 131.480469 1563633912.4509
MEM 131.480469 1563633912.5516
MEM 131.480469 1563633912.6522
MEM 131.480469 1563633912.7529
MEM 131.480469 1563633912.8537
MEM 131.480469 1563633912.9546
MEM 131.480469 1563633913.0553
MEM 131.480469 1563633913.1560
MEM 131.480469 1563633913.2568
MEM 131.480469 1563633913.3575
MEM 131.480469 1563633913.4582
MEM 131.480469 1563633913.5590
MEM 131.480469 1563633913.6597
MEM 131.480469 1563633913.7604
MEM 131.480469 1563633913.8612
MEM 131.480469 1563633913.9619
MEM 131.480469 1563633914.0626
MEM 131.480469 1563633914.1633
MEM 131.480469 1563633914.2641
MEM 131.480469 1563633914.3648
MEM 131.480469 1563633914.4655
MEM 131.480469 1563633914.5663
MEM 131.480469 1563633914.6670
MEM 131.480469 1563633914.7677
MEM 131.480469 1563633914.8678
MEM 131.480469 1563633914.9686
MEM 131.480469 1563633915.0693
MEM 131.480469 1563633915.1700
MEM 131.480469 1563633915.2708
MEM 131.480469 1563633915.3715
MEM 131.480469 1563633915.4721
MEM 131.480469 1563633915.5728
MEM 131.480469 1563633915.6735
MEM 131.480469 1563633915.7743
MEM 131.480469 1563633915.8750
MEM 131.480469 1563633915.9757
MEM 131.480469 1563633916.0764
MEM 131.585938 1563633916.1772
MEM 131.585938 1563633916.2779
MEM 131.585938 1563633916.3787
MEM 131.585938 1563633916.4794
MEM 131.585938 1563633916.5801
MEM 131.585938 1563633916.6809
MEM 131.648438 1563633916.7816
MEM 132.808594 1563633916.8823
MEM 132.808594 1563633916.9830
MEM 132.808594 1563633917.0837
MEM 132.808594 1563633917.1845
MEM 132.808594 1563633917.2848
MEM 132.808594 1563633917.3855
MEM 132.808594 1563633917.4863
MEM 132.808594 1563633917.5870
MEM 132.808594 1563633917.6877
MEM 132.808594 1563633917.7884
MEM 132.808594 1563633917.8892
MEM 132.812500 1563633917.9899
MEM 132.859375 1563633918.0906
MEM 132.859375 1563633918.1914
MEM 132.859375 1563633918.2921
MEM 132.859375 1563633918.3928
MEM 132.859375 1563633918.4936
MEM 132.898438 1563633918.5943
MEM 132.898438 1563633918.6950
MEM 132.898438 1563633918.7957
MEM 132.898438 1563633918.8965
MEM 132.898438 1563633918.9972
MEM 132.898438 1563633919.0979
MEM 132.898438 1563633919.1986
MEM 132.898438 1563633919.2994
MEM 132.898438 1563633919.4001
MEM 132.898438 1563633919.5009
MEM 132.898438 1563633919.6016
MEM 132.898438 1563633919.7023
MEM 132.898438 1563633919.8031
MEM 132.898438 1563633919.9038
MEM 132.898438 1563633920.0045
MEM 132.898438 1563633920.1052
MEM 132.898438 1563633920.2059
MEM 132.898438 1563633920.3067
MEM 132.898438 1563633920.4074
MEM 132.898438 1563633920.5082
MEM 132.898438 1563633920.6089
MEM 132.898438 1563633920.7096
MEM 132.898438 1563633920.8104
MEM 132.898438 1563633920.9111
MEM 132.902344 1563633921.0118
MEM 132.902344 1563633921.1125
MEM 132.902344 1563633921.2132
MEM 132.902344 1563633921.3140
MEM 132.902344 1563633921.4145
MEM 132.902344 1563633921.5152
MEM 132.902344 1563633921.6159
MEM 132.906250 1563633921.7167
MEM 132.906250 1563633921.8174
MEM 132.906250 1563633921.9181
MEM 132.906250 1563633922.0190
MEM 132.906250 1563633922.1197
MEM 132.906250 1563633922.2205
MEM 132.906250 1563633922.3212
MEM 132.906250 1563633922.4219
MEM 132.906250 1563633922.5226
MEM 132.906250 1563633922.6233
MEM 132.906250 1563633922.7241
MEM 132.906250 1563633922.8248
MEM 132.906250 1563633922.9256
MEM 132.906250 1563633923.0263
MEM 132.906250 1563633923.1270
MEM 132.906250 1563633923.2278
MEM 132.906250 1563633923.3285
MEM 132.906250 1563633923.4292
MEM 132.906250 1563633923.5300
MEM 132.906250 1563633923.6307
MEM 132.906250 1563633923.7314
MEM 132.906250 1563633923.8321
MEM 132.906250 1563633923.9329
MEM 132.906250 1563633924.0336
MEM 132.906250 1563633924.1343
MEM 132.906250 1563633924.2350
MEM 132.906250 1563633924.3358
MEM 132.906250 1563633924.4365
MEM 133.101562 1563633924.5372
MEM 133.195312 1563633924.6380
MEM 133.195312 1563633924.7387
MEM 133.195312 1563633924.8394
MEM 133.195312 1563633924.9401
MEM 133.195312 1563633925.0409
MEM 133.195312 1563633925.1416
MEM 133.195312 1563633925.2423
MEM 133.195312 1563633925.3431
MEM 133.195312 1563633925.4438
MEM 133.195312 1563633925.5445
MEM 133.527344 1563633925.6453
MEM 135.000000 1563633925.7460
MEM 135.000000 1563633925.8467
MEM 135.000000 1563633925.9472
MEM 135.000000 1563633926.0479
MEM 135.000000 1563633926.1487
MEM 135.000000 1563633926.2494
MEM 135.000000 1563633926.3501
MEM 135.000000 1563633926.4509
MEM 135.000000 1563633926.5516
MEM 135.000000 1563633926.6523
MEM 135.000000 1563633926.7531
MEM 135.000000 1563633926.8538
MEM 135.000000 1563633926.9545
MEM 135.000000 1563633927.0552
MEM 135.000000 1563633927.1559
MEM 135.000000 1563633927.2567
MEM 135.000000 1563633927.3574
MEM 135.000000 1563633927.4581
MEM 135.000000 1563633927.5589
MEM 135.000000 1563633927.6596
MEM 135.000000 1563633927.7603
MEM 135.000000 1563633927.8609
MEM 135.000000 1563633927.9616
MEM 135.000000 1563633928.0623
MEM 135.000000 1563633928.1631
MEM 135.000000 1563633928.2638
MEM 135.000000 1563633928.3646
MEM 135.191406 1563633928.4653
MEM 135.191406 1563633928.5660
MEM 135.191406 1563633928.6668
MEM 135.191406 1563633928.7675
MEM 135.191406 1563633928.8682
MEM 135.191406 1563633928.9689
MEM 135.191406 1563633929.0697
MEM 135.191406 1563633929.1704
MEM 135.191406 1563633929.2711
MEM 135.191406 1563633929.3718
MEM 135.191406 1563633929.4726
MEM 135.191406 1563633929.5733
MEM 135.191406 1563633929.6740
MEM 135.191406 1563633929.7744
MEM 135.191406 1563633929.8751
MEM 135.191406 1563633929.9759
MEM 135.191406 1563633930.0766
MEM 135.191406 1563633930.1773
MEM 135.191406 1563633930.2780
MEM 135.191406 1563633930.3788
MEM 135.191406 1563633930.4795
MEM 135.191406 1563633930.5802
MEM 135.191406 1563633930.6810
MEM 135.191406 1563633930.7817
MEM 135.191406 1563633930.8824
MEM 135.191406 1563633930.9831
MEM 135.191406 1563633931.0839
MEM 135.191406 1563633931.1846
MEM 135.191406 1563633931.2847
MEM 135.191406 1563633931.3855
MEM 135.191406 1563633931.4862
MEM 135.191406 1563633931.5869
MEM 135.191406 1563633931.6877
MEM 135.191406 1563633931.7884
MEM 135.191406 1563633931.8892
MEM 135.191406 1563633931.9899
MEM 135.191406 1563633932.0906
MEM 135.191406 1563633932.1913
MEM 135.191406 1563633932.2921
MEM 135.191406 1563633932.3928
MEM 135.191406 1563633932.4935
MEM 135.191406 1563633932.5943
MEM 135.191406 1563633932.6950
MEM 135.191406 1563633932.7951
MEM 135.191406 1563633932.8959
MEM 135.191406 1563633932.9966
MEM 135.191406 1563633933.0970
MEM 135.191406 1563633933.1978
MEM 135.191406 1563633933.2985
MEM 135.191406 1563633933.3992
MEM 135.191406 1563633933.4999
MEM 135.191406 1563633933.6007
MEM 135.191406 1563633933.7014
MEM 135.191406 1563633933.8022
MEM 135.191406 1563633933.9029
MEM 135.191406 1563633934.0036
MEM 135.191406 1563633934.1043
MEM 135.191406 1563633934.2050
MEM 135.191406 1563633934.3058
MEM 135.191406 1563633934.4065
MEM 135.191406 1563633934.5072
MEM 135.191406 1563633934.6080
MEM 135.214844 1563633934.7087
MEM 135.214844 1563633934.8094
MEM 135.214844 1563633934.9102
MEM 135.214844 1563633935.0109
MEM 135.214844 1563633935.1116
MEM 135.214844 1563633935.2123
MEM 135.214844 1563633935.3131
MEM 135.226562 1563633935.4138
MEM 135.226562 1563633935.5145
MEM 131.738281 1563633935.6153
MEM 131.738281 1563633935.7160
MEM 131.738281 1563633935.8168
MEM 131.742188 1563633935.9175
MEM 131.742188 1563633936.0182
MEM 131.742188 1563633936.1190
MEM 131.742188 1563633936.2197
MEM 131.812500 1563633936.3204
MEM 131.820312 1563633936.4211
MEM 131.820312 1563633936.5219
MEM 131.820312 1563633936.6226
MEM 131.820312 1563633936.7233
MEM 131.820312 1563633936.8241
MEM 131.820312 1563633936.9248
MEM 131.820312 1563633937.0255
MEM 131.820312 1563633937.1263
MEM 131.824219 1563633937.2270
MEM 131.832031 1563633937.3277
MEM 131.835938 1563633937.4284
MEM 131.835938 1563633937.5291
MEM 131.835938 1563633937.6299
MEM 131.835938 1563633937.7306
MEM 131.835938 1563633937.8313
MEM 131.835938 1563633937.9321
MEM 131.835938 1563633938.0328
MEM 131.835938 1563633938.1331
MEM 131.835938 1563633938.2338
MEM 131.835938 1563633938.3345
MEM 131.835938 1563633938.4353
MEM 131.835938 1563633938.5360
MEM 131.835938 1563633938.6367
MEM 131.835938 1563633938.7373
MEM 131.835938 1563633938.8380
MEM 131.835938 1563633938.9387
MEM 131.835938 1563633939.0395
MEM 131.835938 1563633939.1402
MEM 131.835938 1563633939.2409
MEM 131.839844 1563633939.3417
MEM 131.839844 1563633939.4425
MEM 131.839844 1563633939.5432
MEM 131.839844 1563633939.6439
MEM 131.839844 1563633939.7446
MEM 131.839844 1563633939.8454
MEM 131.839844 1563633939.9461
MEM 131.839844 1563633940.0469
MEM 131.839844 1563633940.1472
MEM 131.839844 1563633940.2476
MEM 131.839844 1563633940.3481
MEM 131.839844 1563633940.4486
MEM 131.839844 1563633940.5490
MEM 131.839844 1563633940.6495
MEM 131.839844 1563633940.7503
MEM 131.839844 1563633940.8510
MEM 131.839844 1563633940.9517
MEM 131.839844 1563633941.0525
MEM 131.839844 1563633941.1532
MEM 131.839844 1563633941.2539
MEM 131.839844 1563633941.3547
MEM 131.839844 1563633941.4554
MEM 131.839844 1563633941.5561
MEM 131.839844 1563633941.6568
MEM 131.839844 1563633941.7575
MEM 131.839844 1563633941.8583
MEM 131.839844 1563633941.9590
MEM 131.839844 1563633942.0598
MEM 131.839844 1563633942.1605
MEM 131.839844 1563633942.2612
MEM 131.839844 1563633942.3620
MEM 131.839844 1563633942.4627
MEM 131.839844 1563633942.5634
MEM 131.839844 1563633942.6642
MEM 131.839844 1563633942.7649
MEM 132.082031 1563633942.8656
MEM 132.148438 1563633942.9663
MEM 132.148438 1563633943.0671
MEM 132.148438 1563633943.1678
MEM 132.148438 1563633943.2685
MEM 132.164062 1563633943.3693
MEM 132.578125 1563633943.4700
MEM 132.585938 1563633943.5707
MEM 132.585938 1563633943.6715
MEM 132.585938 1563633943.7722
MEM 132.585938 1563633943.8729
MEM 132.585938 1563633943.9736
MEM 132.585938 1563633944.0743
MEM 132.585938 1563633944.1751
MEM 132.585938 1563633944.2758
MEM 132.585938 1563633944.3766
MEM 132.585938 1563633944.4773
MEM 132.585938 1563633944.5780
MEM 132.585938 1563633944.6788
MEM 132.585938 1563633944.7795
MEM 132.585938 1563633944.8802
MEM 132.585938 1563633944.9810
MEM 132.585938 1563633945.0817
MEM 132.585938 1563633945.1824
MEM 132.585938 1563633945.2831
MEM 132.585938 1563633945.3839
MEM 132.585938 1563633945.4846
MEM 132.585938 1563633945.5853
MEM 132.585938 1563633945.6861
MEM 132.585938 1563633945.7868
MEM 132.585938 1563633945.8875
MEM 132.585938 1563633945.9882
MEM 132.585938 1563633946.0890
MEM 132.585938 1563633946.1897
MEM 132.585938 1563633946.2904
MEM 132.585938 1563633946.3912
MEM 132.585938 1563633946.4919
MEM 132.585938 1563633946.5926
MEM 132.585938 1563633946.6934
MEM 132.585938 1563633946.7941
MEM 132.585938 1563633946.8948
MEM 132.585938 1563633946.9955
MEM 132.585938 1563633947.0963
MEM 132.585938 1563633947.1970
MEM 132.585938 1563633947.2977
MEM 132.585938 1563633947.3985
MEM 132.585938 1563633947.4992
MEM 132.585938 1563633947.5999
MEM 132.585938 1563633947.7007
MEM 132.585938 1563633947.8014
MEM 132.585938 1563633947.9021
MEM 132.585938 1563633948.0028
MEM 132.585938 1563633948.1036
MEM 132.585938 1563633948.2043
MEM 132.585938 1563633948.3050
MEM 132.585938 1563633948.4058
MEM 132.527344 1563633948.5061
MEM 132.531250 1563633948.6069
MEM 132.531250 1563633948.7076
MEM 132.531250 1563633948.8084
MEM 132.531250 1563633948.9092
MEM 132.531250 1563633949.0099
MEM 132.531250 1563633949.1107
MEM 132.531250 1563633949.2114
MEM 132.531250 1563633949.3121
MEM 132.531250 1563633949.4129
MEM 132.531250 1563633949.5136
MEM 132.531250 1563633949.6143
MEM 132.531250 1563633949.7150
MEM 132.531250 1563633949.8158
MEM 132.531250 1563633949.9165
MEM 132.531250 1563633950.0172
MEM 132.531250 1563633950.1179
MEM 132.531250 1563633950.2187
MEM 132.687500 1563633950.3194
MEM 132.687500 1563633950.4201
MEM 132.687500 1563633950.5209
MEM 132.687500 1563633950.6216
MEM 132.687500 1563633950.7224
MEM 132.687500 1563633950.8231
MEM 134.042969 1563633950.9238
MEM 134.042969 1563633951.0245
MEM 134.042969 1563633951.1252
MEM 134.042969 1563633951.2252
MEM 134.042969 1563633951.3260
MEM 134.042969 1563633951.4267
MEM 134.042969 1563633951.5274
MEM 134.042969 1563633951.6281
MEM 134.042969 1563633951.7289
MEM 134.042969 1563633951.8297
MEM 134.042969 1563633951.9304
MEM 134.046875 1563633952.0312
MEM 134.046875 1563633952.1319
MEM 134.046875 1563633952.2326
MEM 134.046875 1563633952.3333
MEM 134.046875 1563633952.4340
MEM 134.046875 1563633952.5348
MEM 134.046875 1563633952.6355
MEM 134.046875 1563633952.7362
MEM 134.046875 1563633952.8370
MEM 134.046875 1563633952.9377
MEM 134.046875 1563633953.0385
MEM 134.046875 1563633953.1392
MEM 134.046875 1563633953.2399
MEM 134.046875 1563633953.3406
MEM 134.046875 1563633953.4416
MEM 134.046875 1563633953.5423
MEM 134.046875 1563633953.6430
MEM 134.046875 1563633953.7438
MEM 134.046875 1563633953.8445
MEM 134.046875 1563633953.9452
MEM 134.046875 1563633954.0460
MEM 134.046875 1563633954.1467
MEM 134.046875 1563633954.2475
MEM 134.046875 1563633954.3482
MEM 134.046875 1563633954.4489
MEM 134.046875 1563633954.5496
MEM 134.046875 1563633954.6504
MEM 134.046875 1563633954.7511
MEM 134.046875 1563633954.8518
MEM 134.046875 1563633954.9526
MEM 134.046875 1563633955.0533
MEM 134.046875 1563633955.1541
MEM 134.046875 1563633955.2548
MEM 134.046875 1563633955.3555
MEM 134.046875 1563633955.4563
MEM 134.046875 1563633955.5570
MEM 134.046875 1563633955.6577
MEM 134.046875 1563633955.7585
MEM 134.046875 1563633955.8592
MEM 134.046875 1563633955.9599
MEM 134.046875 1563633956.0607
MEM 134.046875 1563633956.1614
MEM 134.046875 1563633956.2622
MEM 134.046875 1563633956.3629
MEM 134.046875 1563633956.4636
MEM 134.046875 1563633956.5644
MEM 134.046875 1563633956.6651
MEM 134.046875 1563633956.7658
MEM 134.046875 1563633956.8665
MEM 134.046875 1563633956.9673
MEM 134.046875 1563633957.0680
MEM 134.046875 1563633957.1687
MEM 134.046875 1563633957.2694
MEM 134.046875 1563633957.3695
MEM 134.046875 1563633957.4702
MEM 134.046875 1563633957.5709
MEM 134.046875 1563633957.6717
MEM 134.046875 1563633957.7724
MEM 134.046875 1563633957.8731
MEM 134.046875 1563633957.9738
MEM 134.046875 1563633958.0746
MEM 134.046875 1563633958.1753
MEM 134.046875 1563633958.2760
MEM 134.046875 1563633958.3768
MEM 134.046875 1563633958.4775
MEM 134.046875 1563633958.5782
MEM 134.046875 1563633958.6789
MEM 134.046875 1563633958.7797
MEM 134.046875 1563633958.8804
MEM 134.046875 1563633958.9812
MEM 134.046875 1563633959.0819
MEM 134.046875 1563633959.1826
MEM 134.046875 1563633959.2834
MEM 134.046875 1563633959.3841
MEM 134.476562 1563633959.4848
MEM 134.539062 1563633959.5855
MEM 134.539062 1563633959.6863
MEM 134.539062 1563633959.7870
MEM 134.539062 1563633959.8877
MEM 134.539062 1563633959.9884
MEM 134.539062 1563633960.0892
MEM 134.554688 1563633960.1899
MEM 135.332031 1563633960.2906
MEM 132.519531 1563633960.3914
MEM 132.531250 1563633960.4921
MEM 132.542969 1563633960.5929
MEM 132.542969 1563633960.6935
MEM 132.542969 1563633960.7943
MEM 132.542969 1563633960.8950
MEM 132.542969 1563633960.9958
MEM 132.542969 1563633961.0965
MEM 132.542969 1563633961.1972
MEM 132.542969 1563633961.2980
MEM 132.546875 1563633961.3987
MEM 132.546875 1563633961.4994
MEM 132.796875 1563633961.6002
MEM 132.796875 1563633961.7008
MEM 132.796875 1563633961.8016
MEM 132.796875 1563633961.9023
MEM 132.796875 1563633962.0031
MEM 132.796875 1563633962.1038
MEM 132.796875 1563633962.2042
MEM 132.800781 1563633962.3050
MEM 132.800781 1563633962.4057
MEM 132.800781 1563633962.5064
MEM 132.800781 1563633962.6071
MEM 132.800781 1563633962.7079
MEM 132.800781 1563633962.8086
MEM 132.800781 1563633962.9093
MEM 132.800781 1563633963.0101
MEM 132.800781 1563633963.1108
MEM 132.800781 1563633963.2116
MEM 132.816406 1563633963.3123
MEM 132.816406 1563633963.4130
MEM 132.816406 1563633963.5137
MEM 132.816406 1563633963.6144
MEM 132.816406 1563633963.7152
MEM 132.816406 1563633963.8159
MEM 132.816406 1563633963.9167
MEM 132.816406 1563633964.0174
MEM 132.816406 1563633964.1181
MEM 132.816406 1563633964.2188
MEM 132.816406 1563633964.3196
MEM 132.820312 1563633964.4203
MEM 132.820312 1563633964.5210
MEM 132.820312 1563633964.6218
MEM 132.820312 1563633964.7225
MEM 132.820312 1563633964.8232
MEM 132.820312 1563633964.9239
MEM 132.820312 1563633965.0245
MEM 132.820312 1563633965.1252
MEM 132.820312 1563633965.2260
MEM 132.820312 1563633965.3267
MEM 132.820312 1563633965.4274
MEM 132.820312 1563633965.5282
MEM 132.820312 1563633965.6289
MEM 132.820312 1563633965.7296
MEM 132.820312 1563633965.8303
MEM 132.820312 1563633965.9308
MEM 132.820312 1563633966.0315
MEM 132.820312 1563633966.1322
MEM 132.875000 1563633966.2330
MEM 132.875000 1563633966.3337
MEM 132.875000 1563633966.4344
MEM 132.875000 1563633966.5352
MEM 132.875000 1563633966.6359
MEM 132.875000 1563633966.7366
MEM 132.875000 1563633966.8373
MEM 132.875000 1563633966.9381
MEM 132.875000 1563633967.0388
MEM 132.875000 1563633967.1393
MEM 132.875000 1563633967.2400
MEM 132.875000 1563633967.3407
MEM 132.875000 1563633967.4414
MEM 132.875000 1563633967.5424
MEM 132.875000 1563633967.6431
MEM 132.875000 1563633967.7439
MEM 132.875000 1563633967.8446
MEM 132.875000 1563633967.9453
MEM 132.875000 1563633968.0460
MEM 132.875000 1563633968.1468
MEM 132.875000 1563633968.2475
MEM 132.875000 1563633968.3482
MEM 132.875000 1563633968.4490
MEM 132.875000 1563633968.5497
MEM 132.875000 1563633968.6504
MEM 132.875000 1563633968.7507
MEM 132.875000 1563633968.8514
MEM 133.050781 1563633968.9521
MEM 133.468750 1563633969.0529
MEM 133.468750 1563633969.1536
MEM 133.468750 1563633969.2544
MEM 133.468750 1563633969.3551
MEM 133.472656 1563633969.4558
MEM 133.933594 1563633969.5565
MEM 131.351562 1563633969.6572
MEM 131.363281 1563633969.7580
MEM 131.367188 1563633969.8588
MEM 131.367188 1563633969.9595
MEM 131.367188 1563633970.0602
MEM 131.367188 1563633970.1610
MEM 131.371094 1563633970.2617
MEM 131.371094 1563633970.3624
MEM 131.371094 1563633970.4632
MEM 131.371094 1563633970.5637
