CMDLINE C:\Users\lenovo\Anaconda3\python.exe in_memory_clustering.py
MEM 819.128906 1563633590.5676
MEM 819.128906 1563633590.6681
MEM 819.128906 1563633590.7688
MEM 819.128906 1563633590.8694
MEM 819.128906 1563633590.9701
MEM 819.128906 1563633591.0708
MEM 819.128906 1563633591.1716
MEM 819.128906 1563633591.2723
MEM 819.128906 1563633591.3732
MEM 819.128906 1563633591.4740
MEM 819.128906 1563633591.5740
MEM 819.128906 1563633591.6742
MEM 819.128906 1563633591.7749
MEM 819.128906 1563633591.8757
MEM 819.128906 1563633591.9764
MEM 819.128906 1563633592.0772
MEM 819.132812 1563633592.1779
MEM 819.132812 1563633592.2787
MEM 819.132812 1563633592.3794
MEM 819.132812 1563633592.4802
MEM 819.132812 1563633592.5809
MEM 819.132812 1563633592.6813
MEM 819.132812 1563633592.7820
MEM 819.132812 1563633592.8827
MEM 819.132812 1563633592.9834
MEM 819.132812 1563633593.0842
MEM 819.132812 1563633593.1849
MEM 819.132812 1563633593.2853
MEM 819.132812 1563633593.3860
MEM 819.132812 1563633593.4868
MEM 819.132812 1563633593.5874
MEM 819.132812 1563633593.6881
MEM 819.132812 1563633593.7888
MEM 819.132812 1563633593.8896
MEM 819.132812 1563633593.9902
MEM 819.132812 1563633594.0910
MEM 819.132812 1563633594.1916
MEM 819.132812 1563633594.2917
MEM 819.132812 1563633594.3923
MEM 819.132812 1563633594.4930
MEM 819.132812 1563633594.5936
MEM 819.132812 1563633594.6943
MEM 819.132812 1563633594.7951
MEM 819.132812 1563633594.8958
MEM 819.132812 1563633594.9965
MEM 819.132812 1563633595.0966
MEM 819.132812 1563633595.1974
MEM 819.132812 1563633595.2981
MEM 819.132812 1563633595.3988
MEM 819.148438 1563633595.4995
MEM 819.148438 1563633595.6002
MEM 819.148438 1563633595.7010
MEM 819.148438 1563633595.8011
MEM 819.148438 1563633595.9016
MEM 819.148438 1563633596.0019
MEM 819.148438 1563633596.1025
MEM 819.148438 1563633596.2030
MEM 819.148438 1563633596.3035
MEM 819.148438 1563633596.4040
MEM 819.148438 1563633596.5045
MEM 819.148438 1563633596.6049
MEM 819.148438 1563633596.7058
MEM 819.148438 1563633596.8066
MEM 819.148438 1563633596.9073
MEM 819.148438 1563633597.0081
MEM 819.148438 1563633597.1088
MEM 819.148438 1563633597.2096
MEM 819.148438 1563633597.3103
MEM 819.148438 1563633597.4110
MEM 819.148438 1563633597.5117
MEM 819.148438 1563633597.6124
MEM 819.148438 1563633597.7132
MEM 819.148438 1563633597.8139
MEM 819.148438 1563633597.9146
MEM 819.148438 1563633598.0154
MEM 819.148438 1563633598.1161
MEM 819.148438 1563633598.2167
MEM 819.148438 1563633598.3173
MEM 819.093750 1563633598.4181
MEM 819.093750 1563633598.5182
MEM 819.093750 1563633598.6186
MEM 819.093750 1563633598.7192
MEM 819.093750 1563633598.8202
MEM 819.093750 1563633598.9205
MEM 819.093750 1563633599.0212
MEM 819.093750 1563633599.1219
MEM 819.093750 1563633599.2227
MEM 819.093750 1563633599.3234
MEM 819.093750 1563633599.4241
MEM 819.093750 1563633599.5248
MEM 819.093750 1563633599.6256
MEM 819.093750 1563633599.7263
MEM 819.093750 1563633599.8270
MEM 819.093750 1563633599.9275
MEM 819.093750 1563633600.0283
MEM 819.093750 1563633600.1288
MEM 819.093750 1563633600.2297
MEM 819.093750 1563633600.3304
MEM 819.093750 1563633600.4312
MEM 819.093750 1563633600.5319
MEM 819.093750 1563633600.6326
MEM 819.093750 1563633600.7333
MEM 819.093750 1563633600.8340
MEM 819.093750 1563633600.9347
MEM 819.093750 1563633601.0355
MEM 819.093750 1563633601.1362
MEM 819.093750 1563633601.2369
MEM 819.093750 1563633601.3372
MEM 819.093750 1563633601.4373
MEM 819.093750 1563633601.5378
MEM 819.093750 1563633601.6380
MEM 819.093750 1563633601.7389
MEM 819.093750 1563633601.8396
MEM 819.093750 1563633601.9404
MEM 819.093750 1563633602.0411
MEM 819.093750 1563633602.1418
MEM 819.093750 1563633602.2426
MEM 819.093750 1563633602.3433
MEM 819.093750 1563633602.4440
MEM 819.093750 1563633602.5447
MEM 819.093750 1563633602.6448
MEM 819.093750 1563633602.7451
MEM 819.093750 1563633602.8458
MEM 819.093750 1563633602.9466
MEM 819.093750 1563633603.0473
MEM 819.093750 1563633603.1481
MEM 819.093750 1563633603.2488
MEM 819.093750 1563633603.3495
MEM 819.093750 1563633603.4497
MEM 819.093750 1563633603.5504
MEM 819.093750 1563633603.6511
MEM 819.093750 1563633603.7515
MEM 819.093750 1563633603.8516
MEM 819.093750 1563633603.9521
MEM 819.093750 1563633604.0525
MEM 819.093750 1563633604.1537
MEM 819.093750 1563633604.2541
MEM 819.093750 1563633604.3547
MEM 819.093750 1563633604.4548
MEM 819.093750 1563633604.5555
MEM 819.093750 1563633604.6563
MEM 819.093750 1563633604.7570
MEM 819.093750 1563633604.8573
MEM 819.093750 1563633604.9576
MEM 819.093750 1563633605.0580
MEM 819.093750 1563633605.1587
MEM 819.093750 1563633605.2594
MEM 819.093750 1563633605.3602
MEM 819.093750 1563633605.4609
MEM 819.093750 1563633605.5616
MEM 819.093750 1563633605.6624
MEM 819.093750 1563633605.7633
MEM 819.093750 1563633605.8641
MEM 819.093750 1563633605.9648
MEM 819.093750 1563633606.0655
MEM 819.093750 1563633606.1663
MEM 819.093750 1563633606.2670
MEM 819.093750 1563633606.3678
MEM 819.093750 1563633606.4683
MEM 819.093750 1563633606.5690
MEM 819.093750 1563633606.6697
MEM 819.093750 1563633606.7705
MEM 819.093750 1563633606.8712
MEM 819.093750 1563633606.9719
MEM 819.093750 1563633607.0726
MEM 819.093750 1563633607.1727
MEM 819.093750 1563633607.2735
MEM 819.093750 1563633607.3742
MEM 819.093750 1563633607.4747
MEM 819.093750 1563633607.5755
MEM 819.093750 1563633607.6761
MEM 819.093750 1563633607.7769
MEM 819.093750 1563633607.8776
MEM 819.093750 1563633607.9783
MEM 819.093750 1563633608.0791
MEM 819.093750 1563633608.1798
MEM 819.093750 1563633608.2805
MEM 819.093750 1563633608.3813
MEM 819.093750 1563633608.4820
MEM 819.093750 1563633608.5827
MEM 819.093750 1563633608.6835
MEM 819.093750 1563633608.7842
MEM 819.093750 1563633608.8849
MEM 819.093750 1563633608.9854
MEM 819.093750 1563633609.0862
MEM 819.093750 1563633609.1869
MEM 819.093750 1563633609.2876
MEM 819.093750 1563633609.3880
MEM 819.093750 1563633609.4880
MEM 819.101562 1563633609.5887
MEM 819.101562 1563633609.6891
MEM 819.101562 1563633609.7893
MEM 819.101562 1563633609.8897
MEM 819.101562 1563633609.9900
MEM 819.101562 1563633610.0908
MEM 819.101562 1563633610.1915
MEM 819.101562 1563633610.2923
MEM 819.101562 1563633610.3930
MEM 819.101562 1563633610.4938
MEM 819.101562 1563633610.5945
MEM 819.101562 1563633610.6952
MEM 819.101562 1563633610.7959
MEM 819.101562 1563633610.8967
MEM 819.101562 1563633610.9974
MEM 819.101562 1563633611.0981
MEM 819.101562 1563633611.1984
MEM 819.101562 1563633611.2992
MEM 819.101562 1563633611.3999
MEM 819.101562 1563633611.5006
MEM 819.101562 1563633611.6011
MEM 819.101562 1563633611.7018
MEM 819.101562 1563633611.8025
MEM 819.101562 1563633611.9033
MEM 819.101562 1563633612.0040
MEM 819.101562 1563633612.1048
MEM 819.101562 1563633612.2055
MEM 819.101562 1563633612.3056
MEM 819.101562 1563633612.4063
MEM 819.101562 1563633612.5071
MEM 819.101562 1563633612.6078
MEM 819.109375 1563633612.7086
MEM 819.109375 1563633612.8095
MEM 819.109375 1563633612.9102
MEM 819.109375 1563633613.0110
MEM 819.109375 1563633613.1117
MEM 819.109375 1563633613.2124
MEM 819.109375 1563633613.3132
MEM 819.109375 1563633613.4139
MEM 819.109375 1563633613.5147
MEM 819.109375 1563633613.6154
MEM 819.109375 1563633613.7161
MEM 819.109375 1563633613.8165
MEM 819.109375 1563633613.9175
MEM 819.109375 1563633614.0180
MEM 819.109375 1563633614.1189
MEM 819.109375 1563633614.2191
MEM 819.109375 1563633614.3199
MEM 819.109375 1563633614.4206
MEM 819.109375 1563633614.5213
MEM 819.109375 1563633614.6215
MEM 819.109375 1563633614.7215
MEM 819.109375 1563633614.8223
MEM 819.109375 1563633614.9230
MEM 819.109375 1563633615.0238
MEM 819.109375 1563633615.1245
MEM 819.109375 1563633615.2252
MEM 819.109375 1563633615.3261
MEM 819.109375 1563633615.4269
MEM 819.109375 1563633615.5276
MEM 819.109375 1563633615.6283
MEM 819.109375 1563633615.7290
MEM 819.109375 1563633615.8298
MEM 819.109375 1563633615.9305
MEM 819.109375 1563633616.0312
MEM 819.109375 1563633616.1319
MEM 819.109375 1563633616.2325
MEM 819.113281 1563633616.3332
MEM 819.113281 1563633616.4340
MEM 819.113281 1563633616.5347
MEM 819.113281 1563633616.6354
MEM 819.113281 1563633616.7361
MEM 819.113281 1563633616.8369
MEM 819.113281 1563633616.9376
MEM 819.113281 1563633617.0384
MEM 819.113281 1563633617.1390
MEM 819.113281 1563633617.2398
MEM 819.113281 1563633617.3406
MEM 819.113281 1563633617.4413
MEM 819.113281 1563633617.5421
MEM 819.113281 1563633617.6428
MEM 819.113281 1563633617.7435
MEM 819.113281 1563633617.8442
MEM 819.113281 1563633617.9451
MEM 819.113281 1563633618.0459
MEM 819.113281 1563633618.1466
MEM 819.113281 1563633618.2473
MEM 819.113281 1563633618.3480
MEM 819.113281 1563633618.4488
MEM 819.113281 1563633618.5495
MEM 819.113281 1563633618.6502
MEM 819.113281 1563633618.7509
MEM 819.113281 1563633618.8517
MEM 819.113281 1563633618.9524
MEM 819.113281 1563633619.0532
MEM 819.113281 1563633619.1539
MEM 819.113281 1563633619.2546
MEM 819.113281 1563633619.3553
MEM 819.113281 1563633619.4561
MEM 819.113281 1563633619.5568
MEM 819.113281 1563633619.6575
MEM 819.113281 1563633619.7585
MEM 819.113281 1563633619.8593
MEM 819.113281 1563633619.9600
MEM 819.113281 1563633620.0607
MEM 819.113281 1563633620.1615
MEM 819.113281 1563633620.2619
MEM 819.113281 1563633620.3623
MEM 819.113281 1563633620.4630
MEM 819.113281 1563633620.5642
MEM 819.113281 1563633620.6647
MEM 819.113281 1563633620.7652
MEM 819.113281 1563633620.8652
MEM 819.113281 1563633620.9656
MEM 819.113281 1563633621.0656
MEM 819.113281 1563633621.1665
MEM 819.113281 1563633621.2673
MEM 819.113281 1563633621.3680
MEM 819.113281 1563633621.4687
MEM 819.113281 1563633621.5693
MEM 819.113281 1563633621.6698
MEM 819.113281 1563633621.7708
MEM 819.113281 1563633621.8714
MEM 819.113281 1563633621.9722
MEM 819.113281 1563633622.0729
MEM 819.113281 1563633622.1736
MEM 819.113281 1563633622.2744
MEM 819.113281 1563633622.3751
MEM 819.113281 1563633622.4758
MEM 819.113281 1563633622.5766
MEM 819.113281 1563633622.6773
MEM 819.113281 1563633622.7780
MEM 819.113281 1563633622.8788
MEM 819.113281 1563633622.9795
MEM 819.113281 1563633623.0803
MEM 819.113281 1563633623.1810
MEM 819.113281 1563633623.2820
MEM 819.113281 1563633623.3825
MEM 819.113281 1563633623.4832
MEM 819.113281 1563633623.5840
MEM 819.113281 1563633623.6847
MEM 819.113281 1563633623.7854
MEM 819.113281 1563633623.8861
MEM 819.113281 1563633623.9869
MEM 819.113281 1563633624.0876
MEM 819.113281 1563633624.1883
MEM 819.113281 1563633624.2891
MEM 819.113281 1563633624.3898
MEM 819.113281 1563633624.4905
MEM 819.113281 1563633624.5912
MEM 819.113281 1563633624.6916
MEM 819.113281 1563633624.7921
MEM 819.113281 1563633624.8926
MEM 819.113281 1563633624.9930
MEM 819.113281 1563633625.0939
MEM 819.113281 1563633625.1946
MEM 819.113281 1563633625.2953
MEM 819.113281 1563633625.3961
MEM 819.113281 1563633625.4968
MEM 819.113281 1563633625.5976
MEM 819.113281 1563633625.6982
MEM 819.113281 1563633625.7987
MEM 819.113281 1563633625.8995
MEM 819.113281 1563633626.0000
MEM 819.113281 1563633626.1004
MEM 819.113281 1563633626.2008
MEM 819.113281 1563633626.3008
MEM 819.113281 1563633626.4012
MEM 819.113281 1563633626.5014
MEM 819.113281 1563633626.6016
MEM 819.113281 1563633626.7024
MEM 819.113281 1563633626.8028
MEM 819.113281 1563633626.9034
MEM 819.113281 1563633627.0041
MEM 819.113281 1563633627.1048
MEM 819.113281 1563633627.2055
MEM 819.113281 1563633627.3062
MEM 819.113281 1563633627.4069
MEM 819.113281 1563633627.5077
MEM 819.113281 1563633627.6084
MEM 819.113281 1563633627.7091
MEM 819.113281 1563633627.8098
MEM 819.113281 1563633627.9107
MEM 819.113281 1563633628.0110
MEM 819.113281 1563633628.1117
MEM 819.113281 1563633628.2122
MEM 819.113281 1563633628.3129
MEM 819.113281 1563633628.4137
MEM 819.113281 1563633628.5144
MEM 819.113281 1563633628.6151
MEM 819.113281 1563633628.7157
MEM 819.113281 1563633628.8165
MEM 819.113281 1563633628.9173
MEM 819.113281 1563633629.0180
MEM 819.113281 1563633629.1187
MEM 819.113281 1563633629.2194
MEM 819.113281 1563633629.3194
MEM 819.113281 1563633629.4202
MEM 819.113281 1563633629.5209
MEM 819.113281 1563633629.6213
MEM 819.113281 1563633629.7217
MEM 819.113281 1563633629.8222
MEM 819.113281 1563633629.9228
MEM 819.113281 1563633630.0237
MEM 819.113281 1563633630.1242
MEM 819.113281 1563633630.2252
MEM 819.113281 1563633630.3259
MEM 819.113281 1563633630.4266
MEM 819.113281 1563633630.5273
MEM 819.113281 1563633630.6281
MEM 819.113281 1563633630.7288
MEM 819.113281 1563633630.8294
MEM 819.113281 1563633630.9302
MEM 819.113281 1563633631.0309
MEM 819.113281 1563633631.1316
MEM 819.113281 1563633631.2323
MEM 819.113281 1563633631.3328
MEM 819.113281 1563633631.4337
MEM 819.113281 1563633631.5343
MEM 819.113281 1563633631.6348
MEM 819.113281 1563633631.7352
MEM 819.113281 1563633631.8357
MEM 819.113281 1563633631.9362
MEM 819.113281 1563633632.0367
MEM 819.113281 1563633632.1372
MEM 819.113281 1563633632.2381
MEM 819.113281 1563633632.3386
MEM 819.113281 1563633632.4391
MEM 819.113281 1563633632.5396
MEM 819.113281 1563633632.6404
MEM 819.113281 1563633632.7411
MEM 819.113281 1563633632.8414
MEM 819.113281 1563633632.9421
MEM 819.113281 1563633633.0428
MEM 819.113281 1563633633.1436
MEM 819.113281 1563633633.2440
MEM 819.113281 1563633633.3450
MEM 819.113281 1563633633.4457
MEM 819.113281 1563633633.5464
MEM 819.113281 1563633633.6471
MEM 819.113281 1563633633.7476
MEM 819.113281 1563633633.8483
MEM 819.113281 1563633633.9490
MEM 819.113281 1563633634.0495
MEM 819.113281 1563633634.1504
MEM 817.613281 1563633634.2511
MEM 611.593750 1563633634.3518
MEM 466.003906 1563633634.4525
MEM 465.753906 1563633634.5533
MEM 372.660156 1563633634.6540
MEM 158.582031 1563633634.7547
MEM 135.386719 1563633634.8555
MEM 67.277344 1563633634.9622
